# Columns are A - Z and rows are A-Z. Cell is count of occurrences of bigram RowCol, i.e. cell at (1,2) is the count of occurrences of AB
# Data extracted from http://norvig.com/mayzner.html
30662410438 6581097936 4201617719 911886482 14952716079 1830098844 1709752272 355049620 12167821320 3192327 298033281 16257360474 129888836 1798491132 10305660447 7415349106 6708919 2432373251 1575646777 2775935006 9751225781 11621019 429185823 16728256 416082307 35456851 
8032259916 88228719 75144874 512522701 10536054813 19340776 277966576 359316447 8959759181 3659540 50449220 649112313 2708822249 782441941 15402602484 449910017 989868 4938158020 1838392669 746621025 3901923211 3178223 30732232 6569222 667551857 4713608 
55974567611 59062122 24249641 213431654 41004903554 11823066 1850801359 726288117 68595215308 4150888 1450401608 165509578 247850339 2051719074 49570981965 33536129 1859810 4521640992 258702825 282266629 11121118166 4317772 2227183930 1613611 372595315 4300522 
130442323 5509918152 22384167777 5307591560 2044268477 13753006196 3725558729 13672603513 23542263265 1516687319 171324962 10908830081 9498813191 13099447521 5928601045 10189505383 1324363 20491179118 11214705934 29360205581 300484143 2004982879 6252724050 76097183 4226720021 202480511 
5719570727 15427250 37067423 48855638 4837800987 6262895 11612944 16696129 2515455253 6129447 20492678 536595562 6743935008 170186564 6313536754 3850125519 272180 1173542093 5392724233 121089391 3835093459 5510046 20982546 1885334638 702499946 1361846 
63283982 346506 154363546 19927900 1614312175 149430 345624 11925353 318727904 0 187242 3582930 708424 167770304 29227658 1075049 1712219 28152573 209894196 2517400 7235727 212856 0 8225536 384882 913036 
30308513014 3145611704 4214150542 2409399231 57754162106 6011200185 5548472398 2379584978 8886799024 6846578 76743394 283411884 87580303 258048421 35994097756 13378480175 1744325 3404547067 168896339 12006693396 15303657594 24701238 867361010 907409 219696469 5320518 
24561944198 1292319275 643530723 3560125353 37766388079 155349948 1443474876 414044112 31817918249 3329038 1339590722 3990203351 2617582287 14350320288 8176085241 1538723474 4448602 11180732354 11421755201 9516029773 12808517567 16263248 989253674 1804740 2730343336 8395904 
41920838452 482272940 12997849406 81648332 11634161334 2302659749 434302509 3670802795 31672532308 2917850 29132180 3486149365 38538709 29359771944 12465822481 2982699529 1385505 10198055461 29704461829 4812693687 11423899818 6181932 184446342 1315669490 470429861 6627349 
3356322923 5214802738 4585165906 4186093215 878402090 2706168901 2418410978 2077887429 490874936 1655210582 85313841 3811884104 3231856188 2217508482 24531132241 2947681332 4160167957 3618438291 8774129154 7187510085 22006895 62384927 19601657 134528161 37436235 60692846 
5778409728 108385069 5869407 537221821 7184041787 807297 1192366 6292998 8116349309 1719726 4414960 984229060 8172535 1466426243 5021440160 6222096 635514 1953555667 35005005 32805751 82252351 2622571 389123 55076715 5115763 4618705 
1689436638 8319869 3909223 230152384 3293529190 6451511 18260884 134615178 17611969 1165914 61416538 356374125 16465357 163456000 9318366591 34037460 163292 359714599 663415953 2322619238 7824504 742188 7377619 6292525 95070267 6279286 
531206960 778622 876736 1296277 6035335807 812116 557030 263997 621227893 161750 555422 8612462 994334 73899576 523764012 1473468 159505 32990613 503772 3328898 110947766 449854 150637 79068246 4211192 108224 
6128842727 4975814759 1176324279 1421751251 4053144855 256535008 731420025 1412343465 6247588 1120221 167761726 11983948242 1753447198 2760941827 1020190223 331698156 0 6985436186 1602829285 6408447994 128782521 138085211 68368953 72645837 1993017 66473188 
334669428 1007374 20601701 2200704 127540198 263860 3431194 10729982 1814164135 220675 150760 11767790 970282 123192934 97904996 6382200 0 17993128 7041052 108527540 53873803 501189 0 136521 51097953 75012595 
